id,denominacion,bruta,periodicidad
5190,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
5190,DIAS DE AJUSTE,"$4,992.30 ",ANUAL
5190,COMPENSACIÓN ANTIGUEDAD,"$8,736.52 ",MENSUAL
5191,COMPENSACIÓN ANTIGUEDAD,"$18,085.92 ",MENSUAL
5191,DIAS DE AJUSTE,"$9,750.68 ",ANUAL
5191,ZONA GEOGRAFICA,"$8,986.80 ",MENSUAL
5191,OTROS INGRESOS POR SALARIOS,"$14,773.00 ",MENSUAL
5192,COMPENSACIÓN ANTIGUEDAD,"$13,276.06 ",MENSUAL
5192,DIAS DE AJUSTE,"$8,245.13 ",ANUAL
5192,ZONA GEOGRAFICA,"$7,985.60 ",MENSUAL
5192,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5193,DIAS DE AJUSTE,"$5,677.27 ",ANUAL
5193,COMPENSACIÓN ANTIGUEDAD,"$10,237.70 ",MENSUAL
5193,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5194,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
5194,COMPENSACIÓN ANTIGUEDAD,"$12,967.98 ",MENSUAL
5194,DIAS DE AJUSTE,"$6,991.43 ",ANUAL
5195,COMPENSACIÓN ANTIGUEDAD,"$10,703.04 ",MENSUAL
5195,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5195,DIAS DE AJUSTE,"$5,770.34 ",ANUAL
5196,COMPENSACIÓN ANTIGUEDAD,"$1,808.38 ",MENSUAL
5196,OTROS INGRESOS POR SALARIOS,"$6,726.00 ",MENSUAL
5196,DIAS DE AJUSTE,"$7,183.93 ",ANUAL
5197,DIAS DE AJUSTE,"$6,964.77 ",ANUAL
5197,COMPENSACIÓN ANTIGUEDAD,"$9,434.56 ",MENSUAL
5197,OTROS INGRESOS POR SALARIOS,"$14,773.00 ",MENSUAL
5198,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
5198,COMPENSACIÓN ANTIGUEDAD,"$12,967.98 ",MENSUAL
5198,DIAS DE AJUSTE,"$6,991.43 ",ANUAL
5199,DIAS DE AJUSTE,"$6,949.89 ",ANUAL
5199,COMPENSACIÓN ANTIGUEDAD,"$12,890.92 ",MENSUAL
5199,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5200,OTROS INGRESOS POR SALARIOS,"$10,051.00 ",MENSUAL
5200,COMPENSACIÓN ANTIGUEDAD,"$3,139.50 ",MENSUAL
5200,DIAS DE AJUSTE,"$10,168.38 ",ANUAL
5201,OTROS INGRESOS POR SALARIOS,"$35,476.00 ",MENSUAL
5201,COMPENSACIÓN ANTIGUEDAD,"$8,555.40 ",MENSUAL
5201,DIAS DE AJUSTE,"$7,414.68 ",ANUAL
5202,DIAS DE AJUSTE,"$6,089.02 ",ANUAL
5202,COMPENSACIÓN ANTIGUEDAD,"$10,481.10 ",MENSUAL
5202,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5203,DIAS DE AJUSTE,"$6,288.66 ",ANUAL
5203,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5203,COMPENSACIÓN ANTIGUEDAD,"$5,278.94 ",MENSUAL
5204,COMPENSACIÓN ANTIGUEDAD,"$6,029.96 ",MENSUAL
5204,OTROS INGRESOS POR SALARIOS,"$9,510.00 ",MENSUAL
5204,DIAS DE AJUSTE,"$6,188.84 ",ANUAL
5205,DIAS DE AJUSTE,"$6,188.84 ",ANUAL
5205,OTROS INGRESOS POR SALARIOS,"$9,510.00 ",MENSUAL
5205,COMPENSACIÓN ANTIGUEDAD,"$3,775.66 ",MENSUAL
5206,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5206,COMPENSACIÓN ANTIGUEDAD,"$7,174.08 ",MENSUAL
5206,DIAS DE AJUSTE,"$5,918.62 ",ANUAL
5207,DIAS DE AJUSTE,"$5,584.20 ",ANUAL
5207,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5207,COMPENSACIÓN ANTIGUEDAD,"$9,307.00 ",MENSUAL
5208,OTROS INGRESOS POR SALARIOS,"$20,776.00 ",MENSUAL
5208,DIAS DE AJUSTE,"$13,493.30 ",ANUAL
5208,COMPENSACIÓN ANTIGUEDAD,"$3,287.90 ",MENSUAL
5209,OTROS INGRESOS POR SALARIOS,"$53,010.00 ",MENSUAL
5209,DIAS DE AJUSTE,"$11,988.42 ",ANUAL
5209,COMPENSACIÓN ANTIGUEDAD,"$3,653.56 ",MENSUAL
5210,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5210,DIAS DE AJUSTE,"$6,949.89 ",ANUAL
5210,COMPENSACIÓN ANTIGUEDAD,"$11,660.16 ",MENSUAL
5211,COMPENSACIÓN ANTIGUEDAD,"$4,380.58 ",MENSUAL
5211,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5211,DIAS DE AJUSTE,"$6,188.84 ",ANUAL
5212,OTROS INGRESOS POR SALARIOS,"$14,694.00 ",MENSUAL
5212,DIAS DE AJUSTE,"$5,948.34 ",ANUAL
5212,COMPENSACIÓN ANTIGUEDAD,"$3,620.50 ",MENSUAL
5213,OTROS INGRESOS POR SALARIOS,"$12,310.00 ",MENSUAL
5213,COMPENSACIÓN ANTIGUEDAD,"$3,167.10 ",MENSUAL
5213,DIAS DE AJUSTE,"$7,240.14 ",ANUAL
5214,OTROS INGRESOS POR SALARIOS,"$49,901.00 ",MENSUAL
5214,DIAS DE AJUSTE,"$10,460.07 ",ANUAL
5214,COMPENSACIÓN ANTIGUEDAD,"$3,831.60 ",MENSUAL
5215,OTROS INGRESOS POR SALARIOS,"$19,777.00 ",MENSUAL
5215,DIAS DE AJUSTE,"$7,933.83 ",ANUAL
5215,COMPENSACIÓN ANTIGUEDAD,"$14,715.98 ",MENSUAL
5216,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
5216,DIAS DE AJUSTE,"$7,104.20 ",ANUAL
5216,COMPENSACIÓN ANTIGUEDAD,"$12,967.98 ",MENSUAL
5217,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5217,DIAS DE AJUSTE,"$6,949.89 ",ANUAL
5217,COMPENSACIÓN ANTIGUEDAD,"$12,330.46 ",MENSUAL
5218,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5218,DIAS DE AJUSTE,"$7,515.03 ",ANUAL
5218,COMPENSACIÓN ANTIGUEDAD,$670.92 ,MENSUAL
5219,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5219,DIAS DE AJUSTE,"$8,804.12 ",ANUAL
5219,COMPENSACIÓN ANTIGUEDAD,"$16,071.02 ",MENSUAL
5219,ZONA GEOGRAFICA,"$7,985.60 ",MENSUAL
5220,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5220,COMPENSACIÓN ANTIGUEDAD,"$1,898.00 ",MENSUAL
5220,DIAS DE AJUSTE,"$4,392.08 ",ANUAL
5221,DIAS DE AJUSTE,"$7,549.94 ",ANUAL
5221,OTROS INGRESOS POR SALARIOS,"$19,777.00 ",MENSUAL
5221,COMPENSACIÓN ANTIGUEDAD,"$12,796.50 ",MENSUAL
5222,DIAS DE AJUSTE,"$7,077.11 ",ANUAL
5222,COMPENSACIÓN ANTIGUEDAD,"$3,735.62 ",MENSUAL
5222,OTROS INGRESOS POR SALARIOS,"$12,310.00 ",MENSUAL
5223,COMPENSACIÓN ANTIGUEDAD,"$10,237.70 ",MENSUAL
5223,DIAS DE AJUSTE,"$5,770.34 ",ANUAL
5223,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5224,DIAS DE AJUSTE,"$6,288.66 ",ANUAL
5224,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5224,COMPENSACIÓN ANTIGUEDAD,"$11,479.30 ",MENSUAL
5225,COMPENSACIÓN ANTIGUEDAD,"$9,946.46 ",MENSUAL
5225,DIAS DE AJUSTE,"$8,061.80 ",ANUAL
5225,OTROS INGRESOS POR SALARIOS,"$19,777.00 ",MENSUAL
5226,DIAS DE AJUSTE,"$10,361.47 ",ANUAL
5226,OTROS INGRESOS POR SALARIOS,"$33,867.00 ",MENSUAL
5226,COMPENSACIÓN ANTIGUEDAD,"$3,491.98 ",MENSUAL
5227,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
5227,DIAS DE AJUSTE,"$4,659.48 ",ANUAL
5227,COMPENSACIÓN ANTIGUEDAD,"$5,318.22 ",MENSUAL
5228,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5228,DIAS DE AJUSTE,"$3,992.80 ",ANUAL
5229,COMPENSACIÓN ANTIGUEDAD,"$10,237.20 ",MENSUAL
5229,OTROS INGRESOS POR SALARIOS,"$19,777.00 ",MENSUAL
5229,DIAS DE AJUSTE,"$7,166.04 ",ANUAL
5230,DIAS DE AJUSTE,"$7,061.98 ",ANUAL
5230,COMPENSACIÓN ANTIGUEDAD,"$12,890.92 ",MENSUAL
5230,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5231,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5231,COMPENSACIÓN ANTIGUEDAD,"$9,217.10 ",MENSUAL
5231,DIAS DE AJUSTE,"$6,288.66 ",ANUAL
5232,COMPENSACIÓN ANTIGUEDAD,$819.84 ,MENSUAL
5232,DIAS DE AJUSTE,"$3,589.15 ",ANUAL
5232,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5233,COMPENSACIÓN ANTIGUEDAD,"$1,808.38 ",MENSUAL
5233,DIAS DE AJUSTE,"$6,021.32 ",ANUAL
5233,OTROS INGRESOS POR SALARIOS,"$6,726.00 ",MENSUAL
5234,OTROS INGRESOS POR SALARIOS,"$19,468.00 ",MENSUAL
5234,DIAS DE AJUSTE,"$11,881.64 ",ANUAL
5234,COMPENSACIÓN ANTIGUEDAD,"$3,458.62 ",MENSUAL
5235,DIAS DE AJUSTE,"$3,722.80 ",ANUAL
5235,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5236,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
5236,DIAS DE AJUSTE,"$7,104.20 ",ANUAL
5236,COMPENSACIÓN ANTIGUEDAD,"$12,967.98 ",MENSUAL
5237,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
5237,DIAS DE AJUSTE,"$7,104.20 ",ANUAL
5237,COMPENSACIÓN ANTIGUEDAD,"$12,967.98 ",MENSUAL
5238,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5238,DIAS DE AJUSTE,"$6,560.80 ",ANUAL
5238,COMPENSACIÓN ANTIGUEDAD,$670.92 ,MENSUAL
5239,DIAS DE AJUSTE,"$5,770.34 ",ANUAL
5239,COMPENSACIÓN ANTIGUEDAD,"$7,841.34 ",MENSUAL
5239,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5240,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5240,DIAS DE AJUSTE,"$6,288.66 ",ANUAL
5240,COMPENSACIÓN ANTIGUEDAD,"$9,610.60 ",MENSUAL
5241,DIAS DE AJUSTE,"$5,201.21 ",ANUAL
5241,COMPENSACIÓN ANTIGUEDAD,"$3,587.04 ",MENSUAL
5241,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5242,DIAS DE AJUSTE,"$5,889.38 ",ANUAL
5242,COMPENSACIÓN ANTIGUEDAD,"$11,209.50 ",MENSUAL
5242,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5243,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
5243,DIAS DE AJUSTE,"$5,241.92 ",ANUAL
5243,COMPENSACIÓN ANTIGUEDAD,"$9,568.58 ",MENSUAL
5244,COMPENSACIÓN ANTIGUEDAD,"$14,756.80 ",MENSUAL
5244,DIAS DE AJUSTE,"$8,084.16 ",ANUAL
5244,OTROS INGRESOS POR SALARIOS,"$27,238.00 ",MENSUAL
5245,COMPENSACIÓN ANTIGUEDAD,"$12,890.92 ",MENSUAL
5245,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5245,DIAS DE AJUSTE,"$7,061.98 ",ANUAL
5246,OTROS INGRESOS POR SALARIOS,"$6,400.00 ",MENSUAL
5246,DIAS DE AJUSTE,"$5,655.68 ",ANUAL
5246,COMPENSACIÓN ANTIGUEDAD,"$1,513.04 ",MENSUAL
5247,COMPENSACIÓN ANTIGUEDAD,"$10,237.70 ",MENSUAL
5247,DIAS DE AJUSTE,"$5,770.34 ",ANUAL
5247,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5248,COMPENSACIÓN ANTIGUEDAD,"$3,483.92 ",MENSUAL
5248,DIAS DE AJUSTE,"$10,357.06 ",ANUAL
5248,OTROS INGRESOS POR SALARIOS,"$22,697.00 ",MENSUAL
5249,DIAS DE AJUSTE,"$6,288.66 ",ANUAL
5249,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5249,COMPENSACIÓN ANTIGUEDAD,"$11,479.30 ",MENSUAL
5250,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
5250,COMPENSACIÓN ANTIGUEDAD,"$5,412.72 ",MENSUAL
5250,DIAS DE AJUSTE,"$5,593.14 ",ANUAL
5251,COMPENSACIÓN ANTIGUEDAD,"$1,657.16 ",MENSUAL
5251,DIAS DE AJUSTE,"$7,927.46 ",ANUAL
5251,OTROS INGRESOS POR SALARIOS,"$6,400.00 ",MENSUAL
5252,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5252,DIAS DE AJUSTE,"$8,664.38 ",ANUAL
5252,COMPENSACIÓN ANTIGUEDAD,"$16,071.02 ",MENSUAL
5252,ZONA GEOGRAFICA,"$7,985.60 ",MENSUAL
5253,COMPENSACIÓN ANTIGUEDAD,"$7,488.44 ",MENSUAL
5253,DIAS DE AJUSTE,"$4,825.89 ",ANUAL
5253,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
5254,DIAS DE AJUSTE,"$8,061.80 ",ANUAL
5254,OTROS INGRESOS POR SALARIOS,"$19,777.00 ",MENSUAL
5254,COMPENSACIÓN ANTIGUEDAD,"$14,715.98 ",MENSUAL
5255,DIAS DE AJUSTE,"$8,626.75 ",ANUAL
5255,OTROS INGRESOS POR SALARIOS,"$14,694.00 ",MENSUAL
5255,COMPENSACIÓN ANTIGUEDAD,"$3,076.70 ",MENSUAL
5256,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
5256,DIAS DE AJUSTE,"$7,104.20 ",ANUAL
5256,COMPENSACIÓN ANTIGUEDAD,"$12,967.98 ",MENSUAL
5257,DIAS DE AJUSTE,"$5,863.41 ",ANUAL
5257,COMPENSACIÓN ANTIGUEDAD,"$10,703.04 ",MENSUAL
5257,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5258,DIAS DE AJUSTE,"$5,646.96 ",ANUAL
5258,OTROS INGRESOS POR SALARIOS,"$30,857.00 ",MENSUAL
5258,COMPENSACIÓN ANTIGUEDAD,"$2,885.16 ",MENSUAL
5259,DIAS DE AJUSTE,"$6,132.64 ",ANUAL
5259,COMPENSACIÓN ANTIGUEDAD,"$2,000.42 ",MENSUAL
5259,OTROS INGRESOS POR SALARIOS,"$8,869.40 ",MENSUAL
5260,COMPENSACIÓN ANTIGUEDAD,"$14,759.10 ",MENSUAL
5260,OTROS INGRESOS POR SALARIOS,"$30,857.00 ",MENSUAL
5260,DIAS DE AJUSTE,"$8,084.16 ",ANUAL
5261,DIAS DE AJUSTE,"$2,696.44 ",ANUAL
5261,COMPENSACIÓN ANTIGUEDAD,$670.92 ,MENSUAL
5261,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5262,DIAS DE AJUSTE,"$6,134.42 ",ANUAL
5262,OTROS INGRESOS POR SALARIOS,"$19,777.00 ",MENSUAL
5262,COMPENSACIÓN ANTIGUEDAD,"$9,213.48 ",MENSUAL
5263,COMPENSACIÓN ANTIGUEDAD,"$14,731.50 ",MENSUAL
5263,DIAS DE AJUSTE,"$8,070.30 ",ANUAL
5263,OTROS INGRESOS POR SALARIOS,"$23,363.00 ",MENSUAL
5264,DIAS DE AJUSTE,"$5,380.56 ",ANUAL
5264,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5264,COMPENSACIÓN ANTIGUEDAD,"$4,932.18 ",MENSUAL
5265,DIAS DE AJUSTE,"$10,261.76 ",ANUAL
5265,COMPENSACIÓN ANTIGUEDAD,"$10,618.08 ",MENSUAL
5265,OTROS INGRESOS POR SALARIOS,"$51,520.00 ",MENSUAL
5266,DIAS DE AJUSTE,"$6,134.42 ",ANUAL
5266,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
5266,COMPENSACIÓN ANTIGUEDAD,"$7,241.60 ",MENSUAL
5267,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
5267,DIAS DE AJUSTE,"$7,104.20 ",ANUAL
5267,COMPENSACIÓN ANTIGUEDAD,"$12,967.98 ",MENSUAL
5268,COMPENSACIÓN ANTIGUEDAD,"$2,776.68 ",MENSUAL
5268,DIAS DE AJUSTE,"$8,668.62 ",ANUAL
5268,OTROS INGRESOS POR SALARIOS,"$9,510.00 ",MENSUAL
5269,DIAS DE AJUSTE,"$6,958.39 ",ANUAL
5269,COMPENSACIÓN ANTIGUEDAD,"$6,273.96 ",MENSUAL
5269,OTROS INGRESOS POR SALARIOS,"$35,476.00 ",MENSUAL
5270,DIAS DE AJUSTE,"$7,061.98 ",ANUAL
5270,COMPENSACIÓN ANTIGUEDAD,"$12,890.92 ",MENSUAL
5270,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5271,COMPENSACIÓN ANTIGUEDAD,"$1,598.48 ",MENSUAL
5271,DIAS DE AJUSTE,"$5,392.08 ",ANUAL
5271,OTROS INGRESOS POR SALARIOS,"$12,310.00 ",MENSUAL
5272,DIAS DE AJUSTE,"$5,542.87 ",ANUAL
5272,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5272,COMPENSACIÓN ANTIGUEDAD,$700.08 ,MENSUAL
5273,COMPENSACIÓN ANTIGUEDAD,"$14,731.50 ",MENSUAL
5273,DIAS DE AJUSTE,"$8,070.30 ",ANUAL
5273,OTROS INGRESOS POR SALARIOS,"$23,363.00 ",MENSUAL
5274,DIAS DE AJUSTE,"$8,061.80 ",ANUAL
5274,OTROS INGRESOS POR SALARIOS,"$19,777.00 ",MENSUAL
5274,COMPENSACIÓN ANTIGUEDAD,"$14,715.98 ",MENSUAL
5275,DIAS DE AJUSTE,"$6,288.66 ",ANUAL
5275,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5275,COMPENSACIÓN ANTIGUEDAD,"$11,479.30 ",MENSUAL
5276,DIAS DE AJUSTE,"$5,863.41 ",ANUAL
5276,COMPENSACIÓN ANTIGUEDAD,"$10,703.04 ",MENSUAL
5276,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5277,DIAS DE AJUSTE,"$8,101.84 ",ANUAL
5277,COMPENSACIÓN ANTIGUEDAD,"$3,483.92 ",MENSUAL
5277,OTROS INGRESOS POR SALARIOS,"$22,697.00 ",MENSUAL
5278,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
5278,DIAS DE AJUSTE,"$5,241.92 ",ANUAL
5278,COMPENSACIÓN ANTIGUEDAD,"$9,568.58 ",MENSUAL
5279,DIAS DE AJUSTE,"$10,230.57 ",ANUAL
5279,OTROS INGRESOS POR SALARIOS,"$43,331.00 ",MENSUAL
5279,COMPENSACIÓN ANTIGUEDAD,"$18,674.86 ",MENSUAL
5280,DIAS DE AJUSTE,"$10,334.70 ",ANUAL
5280,OTROS INGRESOS POR SALARIOS,"$16,480.00 ",MENSUAL
5280,COMPENSACIÓN ANTIGUEDAD,"$3,443.10 ",MENSUAL
5281,OTROS INGRESOS POR SALARIOS,"$17,634.00 ",MENSUAL
5281,DIAS DE AJUSTE,"$7,104.20 ",ANUAL
5281,COMPENSACIÓN ANTIGUEDAD,"$12,967.98 ",MENSUAL
5282,DIAS DE AJUSTE,"$4,249.04 ",ANUAL
5282,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5282,COMPENSACIÓN ANTIGUEDAD,$700.08 ,MENSUAL
5283,DIAS DE AJUSTE,"$7,061.98 ",ANUAL
5283,COMPENSACIÓN ANTIGUEDAD,"$5,986.08 ",MENSUAL
5283,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5284,OTROS INGRESOS POR SALARIOS,"$10,051.00 ",MENSUAL
5284,COMPENSACIÓN ANTIGUEDAD,"$3,708.02 ",MENSUAL
5284,DIAS DE AJUSTE,"$7,061.99 ",ANUAL
5285,COMPENSACIÓN ANTIGUEDAD,"$8,918.26 ",MENSUAL
5285,OTROS INGRESOS POR SALARIOS,"$8,497.00 ",MENSUAL
5285,DIAS DE AJUSTE,"$4,885.65 ",ANUAL
5286,DIAS DE AJUSTE,"$8,882.51 ",ANUAL
5286,COMPENSACIÓN ANTIGUEDAD,"$3,304.80 ",MENSUAL
5286,OTROS INGRESOS POR SALARIOS,"$12,310.00 ",MENSUAL
5287,COMPENSACIÓN ANTIGUEDAD,$670.92 ,MENSUAL
5287,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5287,DIAS DE AJUSTE,"$7,895.15 ",ANUAL
5288,OTROS INGRESOS POR SALARIOS,"$30,857.00 ",MENSUAL
5288,COMPENSACIÓN ANTIGUEDAD,"$14,759.10 ",MENSUAL
5288,DIAS DE AJUSTE,"$8,085.42 ",ANUAL
5289,DIAS DE AJUSTE,"$2,014.49 ",ANUAL
5289,COMPENSACIÓN ANTIGUEDAD,$819.84 ,MENSUAL
5289,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5290,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
5290,DIAS DE AJUSTE,"$4,951.48 ",ANUAL
5290,COMPENSACIÓN ANTIGUEDAD,"$9,568.58 ",MENSUAL
5291,COMPENSACIÓN ANTIGUEDAD,"$14,731.50 ",MENSUAL
5291,DIAS DE AJUSTE,"$8,070.30 ",ANUAL
5291,OTROS INGRESOS POR SALARIOS,"$23,363.00 ",MENSUAL
5292,OTROS INGRESOS POR SALARIOS,"$8,095.00 ",MENSUAL
5292,COMPENSACIÓN ANTIGUEDAD,"$2,689.80 ",MENSUAL
5292,DIAS DE AJUSTE,"$7,858.81 ",ANUAL
5293,OTROS INGRESOS POR SALARIOS,"$23,363.00 ",MENSUAL
5293,COMPENSACIÓN ANTIGUEDAD,"$9,735.60 ",MENSUAL
5293,DIAS DE AJUSTE,"$6,968.64 ",ANUAL
5294,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5294,COMPENSACIÓN ANTIGUEDAD,"$5,502.66 ",MENSUAL
5294,DIAS DE AJUSTE,"$5,677.27 ",ANUAL
5295,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5295,DIAS DE AJUSTE,"$3,472.74 ",ANUAL
5295,COMPENSACIÓN ANTIGUEDAD,$700.08 ,MENSUAL
5296,OTROS INGRESOS POR SALARIOS,$0.00 ,MENSUAL
5296,DIAS DE AJUSTE,"$3,520.24 ",ANUAL
5296,COMPENSACIÓN ANTIGUEDAD,$935.04 ,MENSUAL
5297,OTROS INGRESOS POR SALARIOS,"$12,310.00 ",MENSUAL
5297,DIAS DE AJUSTE,"$9,536.92 ",ANUAL
5297,COMPENSACIÓN ANTIGUEDAD,"$2,616.30 ",MENSUAL
5298,DIAS DE AJUSTE,"$8,984.75 ",ANUAL
5298,OTROS INGRESOS POR SALARIOS,"$40,642.00 ",MENSUAL
5298,COMPENSACIÓN ANTIGUEDAD,"$16,400.74 ",MENSUAL
5299,COMPENSACIÓN ANTIGUEDAD,"$5,079.86 ",MENSUAL
5299,DIAS DE AJUSTE,"$5,241.92 ",ANUAL
5299,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
5300,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
5300,DIAS DE AJUSTE,"$5,241.92 ",ANUAL
5300,COMPENSACIÓN ANTIGUEDAD,"$9,568.58 ",MENSUAL
5301,DIAS DE AJUSTE,"$3,908.84 ",ANUAL
5301,OTROS INGRESOS POR SALARIOS,"$6,797.00 ",MENSUAL
5301,COMPENSACIÓN ANTIGUEDAD,"$5,495.44 ",MENSUAL
5302,COMPENSACIÓN ANTIGUEDAD,"$10,481.10 ",MENSUAL
5302,DIAS DE AJUSTE,"$5,989.20 ",ANUAL
5302,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5303,DIAS DE AJUSTE,"$5,241.92 ",ANUAL
5303,COMPENSACIÓN ANTIGUEDAD,"$9,984.60 ",MENSUAL
5303,OTROS INGRESOS POR SALARIOS,"$8,071.00 ",MENSUAL
5304,COMPENSACIÓN ANTIGUEDAD,"$10,465.28 ",MENSUAL
5304,DIAS DE AJUSTE,"$7,061.99 ",ANUAL
5304,OTROS INGRESOS POR SALARIOS,"$12,062.00 ",MENSUAL
5305,COMPENSACIÓN ANTIGUEDAD,"$2,776.68 ",MENSUAL
5305,DIAS DE AJUSTE,"$11,508.05 ",ANUAL
5305,OTROS INGRESOS POR SALARIOS,"$9,510.00 ",MENSUAL
5306,DIAS DE AJUSTE,"$9,052.40 ",ANUAL
5306,OTROS INGRESOS POR SALARIOS,"$20,776.00 ",MENSUAL
5306,COMPENSACIÓN ANTIGUEDAD,"$2,391.20 ",MENSUAL
5307,COMPENSACIÓN ANTIGUEDAD,"$3,586.80 ",MENSUAL
5307,DIAS DE AJUSTE,"$9,030.56 ",ANUAL
5307,OTROS INGRESOS POR SALARIOS,"$20,776.00 ",MENSUAL
5308,COMPENSACIÓN ANTIGUEDAD,"$12,918.52 ",MENSUAL
5308,OTROS INGRESOS POR SALARIOS,"$14,773.00 ",MENSUAL
5308,DIAS DE AJUSTE,"$7,077.10 ",ANUAL
5309,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5309,DIAS DE AJUSTE,"$5,863.41 ",ANUAL
5309,COMPENSACIÓN ANTIGUEDAD,"$8,974.70 ",MENSUAL
5310,DIAS DE AJUSTE,"$6,964.77 ",ANUAL
5310,COMPENSACIÓN ANTIGUEDAD,"$12,918.52 ",MENSUAL
5310,OTROS INGRESOS POR SALARIOS,"$14,773.00 ",MENSUAL
5311,COMPENSACIÓN ANTIGUEDAD,"$10,703.04 ",MENSUAL
5311,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5311,DIAS DE AJUSTE,"$5,770.34 ",ANUAL
5312,COMPENSACIÓN ANTIGUEDAD,"$8,679.96 ",MENSUAL
5312,DIAS DE AJUSTE,"$5,863.41 ",ANUAL
5312,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5313,OTROS INGRESOS POR SALARIOS,"$11,412.00 ",MENSUAL
5313,DIAS DE AJUSTE,"$5,510.06 ",ANUAL
5313,COMPENSACIÓN ANTIGUEDAD,"$7,277.58 ",MENSUAL
5314,OTROS INGRESOS POR SALARIOS,"$10,197.00 ",MENSUAL
5314,COMPENSACIÓN ANTIGUEDAD,"$8,346.24 ",MENSUAL
