CVU,NOMBRE,NIVEL
164467,"MATUS RUIZ, MAXIMINO",Investigador(a) Nacional Nivel I
164471,"BAEZ RUIZ, GERMAN ADRIAN",Investigador(a) Nacional Nivel I
164474,"TORRES ROJAS, YASSIR EDEN",Investigador(a) Nacional Nivel I
164487,"CALLEJAS JIMENEZ, MARIANA ELVIRA",Investigador(a) Nacional Nivel I
164509,"CANIZALEZ DAVALOS, LAZARO",Candidato(a) a Investigador(a) Nacional
164546,"SOSENSKI CORREA, PAULA",Investigador(a) Nacional Nivel I
164555,"BAÑUELOS HERNANDEZ, BERNARDO",Investigador(a) Nacional Nivel I
164557,"GALAVIZ ESPINOZA, MARIO ALBERTO",Investigador(a) Nacional Nivel I
164573,"PANECATL BERNAL, YESMIN",Candidato(a) a Investigador(a) Nacional
164577,"GONZALEZ GONZALEZ, ANTONIO ALEJANDRO",Investigador(a) Nacional Nivel I
164586,"ANDRADE TORRES, ANGEL",Investigador(a) Nacional Nivel I
164594,"LOPEZ OYAMA, ANA BERTHA",Investigador(a) Nacional Nivel I
164606,"VALENCIA RIVERA, DORA EDITH",Investigador(a) Nacional Nivel I
164611,"JUAREZ ONOFRE, JOSUE ELIAS",Investigador(a) Nacional Nivel I
164615,"GARCIA PELAGIO, KARLA PAOLA",Investigador(a) Nacional Nivel I
164629,"MEZA LAZARO, RUBI NELSI",Investigador(a) Nacional Nivel I
164641,"CAMPOS VEGA, ROCIO",Investigador(a) Nacional Nivel II
164647,"LOPEZ ALONSO, VERONICA ELSA",Investigador(a) Nacional Nivel I
164653,"OCHOA MOYA, CARLOS ABRAHAM",Investigador(a) Nacional Nivel I
164678,"DOZAL GARCIA, LEON FELIPE",Candidato(a) a Investigador(a) Nacional
164680,"AGUILAR RAYMUNDO, VICTORIA GUADALUPE",Candidato(a) a Investigador(a) Nacional
164694,"BAHENA URIBE, DANIEL",Investigador(a) Nacional Nivel I
164701,"CASTAÑEDA ROBLES, IVAN ERICK",Investigador(a) Nacional Nivel I
164703,"ROMAN RANGEL, EDGAR FRANCISCO",Investigador(a) Nacional Nivel I
164710,"SOSA LOPEZ, JOSE ROBERTO",Investigador(a) Nacional Nivel I
164724,"BORREGO SOTO, GILBERTO",Candidato(a) a Investigador(a) Nacional
164727,"GONZALEZ ZAMORA, ALBERTO",Investigador(a) Nacional Nivel I
164728,"MEJIA AMBRIZ, JULIO CESAR",Investigador(a) Nacional Nivel I
164736,"RIOS MUÑOZ, CESAR ANTONIO",Investigador(a) Nacional Nivel I
164748,"LOERA ALVARADO, ESPERANZA",Investigador(a) Nacional Nivel I
164763,"HERNANDEZ ROMANO, PABLO AUGURIO",Investigador(a) Nacional Nivel I
164768,"CONTRERAS PACHECO, MARIA MAGDALENA",Candidato(a) a Investigador(a) Nacional
164770,"SUASTE OLMOS, FERNANDO",Investigador(a) Nacional Nivel I
164780,"GARCIA GONZALEZ, LIDIA ANGELES",Candidato(a) a Investigador(a) Nacional
164802,"LOPEZ SAIZ, CARMEN MARIA",Investigador(a) Nacional Nivel I
164825,"PERALTA CASTILLO, FRANCISCO JAVIER",Candidato(a) a Investigador(a) Nacional
164828,"GONZALEZ GUZMAN, SAUL",Investigador(a) Nacional Nivel I
164829,"CISNEROS HERRERA, JESUS",Candidato(a) a Investigador(a) Nacional
164830,"DIAZ RAMIREZ, VICTOR HUGO",Investigador(a) Nacional Nivel I
164831,"MIRANDA MOLINA, ALFONSO",Investigador(a) Nacional Nivel I
164840,"MORALES NAVA, ROSMARBEL",Investigador(a) Nacional Nivel I
164857,"ENCINAS ROMERO, MARTIN ANTONIO",Investigador(a) Nacional Nivel I
164867,"TORRES GONZALEZ, LILIANA",Investigador(a) Nacional Nivel I
164874,"LEON SILVA, ULISES",Investigador(a) Nacional Nivel I
164884,"CLEMENTE TORRES, EDDIE HELBERT",Investigador(a) Nacional Nivel I
164886,"GUERRERO ALBA, RAQUEL",Investigador(a) Nacional Nivel I
164887,"SOLORIO ALVARADO, CESAR ROGELIO",Investigador(a) Nacional Nivel II
164888,"MAZA VILLALOBOS MENDEZ, SUSANA",Investigador(a) Nacional Nivel I
164897,"GUTIERREZ GUTIERREZ, MARITZA",Investigador(a) Nacional Nivel I
164899,"OROZCO RAMIREZ, QUETZALCOATL",Investigador(a) Nacional Nivel I
164908,"CASTRO SAUCEDO, LAURA KARINA",Investigador(a) Nacional Nivel I
164911,"RUIZ MARTINEZ, ANA OLIVIA",Investigador(a) Nacional Nivel I
164912,"LIRA NORIEGA, ANDRES",Investigador(a) Nacional Nivel II
164917,"LOPEZ SANDOVAL, DAFFNE CELESTE",Investigador(a) Nacional Nivel I
164920,"ESCORCIA GARCIA, JOSE",Investigador(a) Nacional Nivel I
164921,"CALDERON CORTES, NANCY",Investigador(a) Nacional Nivel I
164923,"SAMANO SALAZAR, CYNTHIA GABRIELA",Investigador(a) Nacional Nivel I
164928,"GONZALEZ BERNAL, EDNA LETICIA",Investigador(a) Nacional Nivel I
164936,"OCHOA OCHOA, LETICIA MARGARITA",Investigador(a) Nacional Nivel I
164941,"SILVA MARES, DAVID ARTURO",Investigador(a) Nacional Nivel I
164957,"GARCIA SALDAÑA, JOHANNA DENISE",Investigador(a) Nacional Nivel I
164960,"CORRAL SOTO, SOFIA GUADALUPE",Investigador(a) Nacional Nivel I
164964,"PACHECO GONZALEZ, SERGIO",Investigador(a) Nacional Nivel I
164968,"PALACIOS LOZANO, FELIPE",Candidato(a) a Investigador(a) Nacional
164977,"PEREZ SORIA, JUDITH",Investigador(a) Nacional Nivel I
164978,"ROSAS ARELLANO, ABRAHAM",Investigador(a) Nacional Nivel I
164989,"TREJO HERNANDEZ, LAURA",Investigador(a) Nacional Nivel I
164991,"CONTRERAS GONZALEZ, ANA MARIA",Candidato(a) a Investigador(a) Nacional
164997,"RANGEL LANDA, SELENE",Investigador(a) Nacional Nivel I
165001,"URIBE CORTEZ, JAIME",Investigador(a) Nacional Nivel I
165009,"CONTRERAS ALCANTARA, JAVIER",Investigador(a) Nacional Nivel I
165022,"PINEDA GARCIA, FERNANDO",Investigador(a) Nacional Nivel I
165040,"TORRES RAMOS, YESSICA DORIN",Investigador(a) Nacional Nivel II
165043,"ESCALERA VAZQUEZ, LUIS HUMBERTO",Investigador(a) Nacional Nivel I
165048,"BARCENAS PEÑA, ALEJANDRINA",Investigador(a) Nacional Nivel I
165050,"MALDONADO LOPEZ, YURIXHI",Investigador(a) Nacional Nivel I
165055,"CARMONA MORENO BELLO, DIEGO",Investigador(a) Nacional Nivel I
165066,"LARA RESENDIZ, RAFAEL ALEJANDRO",Investigador(a) Nacional Nivel I
165067,"DIAZ DE LA VEGA PEREZ, ANIBAL HELIOS",Investigador(a) Nacional Nivel I
165068,"TORRES GARCIA, IGNACIO",Investigador(a) Nacional Nivel I
165073,"AYALA BERDON, JORGE ISRAEL",Investigador(a) Nacional Nivel I
165076,"BLANCAS VAZQUEZ, JOSE JUAN",Investigador(a) Nacional Nivel II
165082,"GOPAR MERINO, LUIS FERNANDO",Candidato(a) a Investigador(a) Nacional
165083,"ALVAREZ ESPINO, RICARDO XAVIER",Investigador(a) Nacional Nivel I
165095,"GUZMAN SANCHEZ, ADRIAN",Investigador(a) Nacional Nivel I
165098,"MENDEZ CORTES, HERIBERTO",Investigador(a) Nacional Nivel I
165100,"GARCIA VIVEROS, HECTOR",Investigador(a) Nacional Nivel I
165101,"OROZCO GREGORIO, HECTOR OSCAR",Investigador(a) Nacional Nivel I
165111,"LOREDO CARRILLO, SILVIA ELENA",Investigador(a) Nacional Nivel I
165113,"VARGAS ROMERO, JUAN MANUEL",Investigador(a) Nacional Nivel I
165121,"UTRILLA CARRERI, JOSE",Investigador(a) Nacional Nivel II
165126,"ZALAPA GARIBAY, MANUELA ALEJANDRA",Candidato(a) a Investigador(a) Nacional
165130,"CABRERA MONTIEL, LORENA",Candidato(a) a Investigador(a) Nacional
165134,"ORNELAS BERNAL, JORGE ROBERTO",Investigador(a) Nacional Nivel I
165143,"VARGAS CANALES, MARGARITA AURORA",Investigador(a) Nacional Nivel I
165158,"VALDERRAMA LANDEROS, LUIS HUMBERTO",Investigador(a) Nacional Nivel I
165182,"OCHOA CORTES, FERNANDO",Investigador(a) Nacional Nivel I
165188,"TEJEDA DEL CUETO, MARIA ELENA",Candidato(a) a Investigador(a) Nacional
165201,"GARCIA ARREOLA, MARIA ELENA",Investigador(a) Nacional Nivel I
165203,"CARRERA ESCOBEDO, JOSE LUIS",Investigador(a) Nacional Nivel I
165214,"CARDENAS HINOJOSA, GUSTAVO",Investigador(a) Nacional Nivel I
165215,"PEREZ SOTO, GERARDO ISRAEL",Investigador(a) Nacional Nivel I
165230,"JIMENEZ VARGAS, JUANA MARIA",Investigador(a) Nacional Nivel I
165237,"QUINTANILLA DOMINGUEZ, JOEL",Investigador(a) Nacional Nivel I
165238,"BAEZ DUARTE, BLANCA GUADALUPE",Investigador(a) Nacional Nivel I
165243,"GARCIA HERNANDEZ, SAUL",Investigador(a) Nacional Nivel I
165249,"CANO LARA, MIROSLAVA",Candidato(a) a Investigador(a) Nacional
165250,"SALGADO SOUTO, SERGIO ADRIAN",Investigador(a) Nacional Nivel I
165253,"MARTINEZ JIMENEZ, LEONARDO",Candidato(a) a Investigador(a) Nacional
165259,"RODRIGUEZ CARDOZO, LAURA",Investigador(a) Nacional Nivel I
165260,"MELENDEZ SANCHEZ, JOSUE",Investigador(a) Nacional Nivel I
165264,"CAMPILLO BALDERAS, JOSE ALBERTO",Candidato(a) a Investigador(a) Nacional
165271,"HERNANDEZ MELESIO, MARIA DE LA PAZ ALEJANDRA",Candidato(a) a Investigador(a) Nacional
165275,"MAURICIO CASTILLO, JORGE ARMANDO",Investigador(a) Nacional Nivel I
165280,"BALTAZAR LARIOS, FERNANDO",Investigador(a) Nacional Nivel I
165285,"BAEZ MORALES, ANTONIO",Investigador(a) Nacional Nivel I
165306,"VAZQUEZ SANTILLAN, KARLA ITZEL",Investigador(a) Nacional Nivel II
165307,"ROSADO PEREZ, JUANA",Investigador(a) Nacional Nivel I
165310,"RIVAS CASTILLO, ANDREA MARGARITA",Investigador(a) Nacional Nivel I
165336,"CORTES SANCHEZ, ALEJANDRO DE JESUS",Investigador(a) Nacional Nivel I
165340,"AMAYA AMAYA, ARTURO",Investigador(a) Nacional Nivel I
165344,"FERNANDEZ HERRERA, MARIA ANTONIETA",Investigador(a) Nacional Nivel II
165348,"RIOS IBARRA, CLARA PATRICIA",Investigador(a) Nacional Nivel I
165360,"MARTIN DEL CAMPO SANCHEZ, ABRAHAM",Investigador(a) Nacional Nivel I
165370,"SERRANO GARCIA, NORMA",Investigador(a) Nacional Nivel I
165371,"DELGADO NIEBLAS, CARLOS IVAN",Investigador(a) Nacional Nivel I
165395,"RODRIGUEZ HERNANDEZ VELA, CARLOS ERWIN",Investigador(a) Nacional Nivel I
165397,"TELLEZ NIETO, OSVALDO ALFONSO",Candidato(a) a Investigador(a) Nacional
165399,"ESPEJEL NUÑEZ, AURORA",Investigador(a) Nacional Nivel I
165407,"GUERRERO POBLETE, FERNANDO",Investigador(a) Nacional Nivel I
165409,"ESCALONA MONTAÑO, ALMA REYNA",Investigador(a) Nacional Nivel I
165413,"RODRIGUEZ GONZALEZ, SYLVIA CRISTINA",Investigador(a) Nacional Nivel I
165414,"GARCIA LEON, MIGUEL LEONARDO",Investigador(a) Nacional Nivel I
165424,"HERNANDEZ ONTIVEROS, JUAN MIGUEL",Candidato(a) a Investigador(a) Nacional
165425,"ROMAN GONZALEZ, SERGIO AGUSTIN",Investigador(a) Nacional Nivel I
165433,"ROJAS BERNABE, ARACELI",Investigador(a) Nacional Nivel I
165445,"CHAIRES GRIJALVA, MARTHA PATRICIA",Investigador(a) Nacional Nivel I
165456,"MARTINEZ BOLAÑOS, MISAEL",Investigador(a) Nacional Nivel I
165478,"AGUSTIN SERRANO, RICARDO",Investigador(a) Nacional Nivel I
165479,"GARCIA TORAL, DOLORES",Investigador(a) Nacional Nivel I
165488,"VAZQUEZ GUEVARA, VICTOR HUGO",Investigador(a) Nacional Nivel I
165492,"HONORATO MENDEZ, CARLOS GERARDO",Investigador(a) Nacional Nivel I
165495,"HERNANDEZ TELLO, JESUS ALEJANDRO",Candidato(a) a Investigador(a) Nacional
165500,"REYES ESTRADA, CLAUDIA ARACELI",Candidato(a) a Investigador(a) Nacional
165503,"LOPEZ DOMINGUEZ, EDUARDO",Investigador(a) Nacional Nivel I
165510,"MARTINEZ MENDIETA, LILIANA",Investigador(a) Nacional Nivel II
165511,"MARTINEZ CARRANZA, JOSE",Investigador(a) Nacional Nivel I
165515,"ROMERO MORALES, ARMANDO",Candidato(a) a Investigador(a) Nacional
165518,"GARCIA BUSTAMANTE, CARLOS ALBERTO",Investigador(a) Nacional Nivel I
165525,"FLORES HIGUERA, FRANCISCO ANTONIO",Investigador(a) Nacional Nivel I
165530,"CARMONA GASCA, CARLOS ALFREDO",Investigador(a) Nacional Nivel I
165534,"CALOCA MICHEL, CECILIA",Investigador(a) Nacional Nivel I
165540,"GUERRA BLANCO, EDGAR EVERARDO",Investigador(a) Nacional Nivel I
165544,"CERVANTES GARCIA, DANIEL",Investigador(a) Nacional Nivel I
165545,"VILLATORO TELLO, ESAU",Investigador(a) Nacional Nivel I
165552,"ALMAZAN NUÑEZ, ROBERTO CARLOS",Investigador(a) Nacional Nivel I
165562,"CAMARILLO JIMENEZ, ELSA ADRIANA",Investigador(a) Nacional Nivel I
165567,"SABALA CUATZO, ROCIO",Candidato(a) a Investigador(a) Nacional
165584,"ZAMORA GINEZ, IRMA DEL CARMEN",Investigador(a) Nacional Nivel I
165595,"LERMA RODRIGUEZ, ENRIQUETA",Investigador(a) Nacional Nivel I
165617,"BERRONES SANZ, LUIS DAVID",Investigador(a) Nacional Nivel I
165620,"SANCHEZ TIZAPA, MARCIANO",Investigador(a) Nacional Nivel I
165642,"MARINO MARTINEZ, IVAN ALBERTO",Investigador(a) Nacional Nivel I
165644,"AGUILAR MEDRANO, ROSALIA",Investigador(a) Nacional Nivel I
165647,"RAMIREZ SEAÑEZ, ANA ROSA",Candidato(a) a Investigador(a) Nacional
165654,"RUIZ SANCHEZ, EDUARDO",Investigador(a) Nacional Nivel III
165656,"LIZARRAGA MORALES, OMAR",Investigador(a) Nacional Nivel I
165670,"SANDOVAL RUIZ, CESAR ANTONIO",Investigador(a) Nacional Nivel I
165683,"CERON GARCIA, ABEL",Investigador(a) Nacional Nivel I
165696,"ROJAS GONZALEZ, ERIKA PATRICIA",Candidato(a) a Investigador(a) Nacional
165702,"BERNAL SILVA, SOFIA",Investigador(a) Nacional Nivel I
165713,"SALGADO TRANSITO, IVAN",Investigador(a) Nacional Nivel I
165717,"ARVIZU FLORES, ALDO ALEJANDRO",Investigador(a) Nacional Nivel I
165719,"IRIARTE CORNEJO, CUITLAHUAC",Candidato(a) a Investigador(a) Nacional
165725,"FLORES LLANOS, FERNANDO ULISES",Candidato(a) a Investigador(a) Nacional
165750,"OSUNA MARTINEZ, CARMEN CRISTINA",Investigador(a) Nacional Nivel I
165753,"VILORIA GOMORA, LORENA",Investigador(a) Nacional Nivel I
165755,"SOÑANES ORGANIS, JOSE GUADALUPE",Investigador(a) Nacional Nivel I
165771,"GALVAN TIRADO, CAROLINA",Investigador(a) Nacional Nivel I
165777,"BAUTISTA GUERRERO, ERIC",Investigador(a) Nacional Nivel I
165784,"MALDONADO FLORES, JUAN CARLOS",Investigador(a) Nacional Nivel I
165791,"MORALES SERNA, FRANCISCO NEPTALI",Investigador(a) Nacional Nivel I
165799,"AVILA VILLA, LUZ ANGELICA",Investigador(a) Nacional Nivel I
165806,"TANORI QUINTANA, JESUS",Investigador(a) Nacional Nivel I
165809,"RODRIGUEZ PEREZ, REYNA ELIZABETH",Investigador(a) Nacional Nivel II
165810,"CASSIO MADRAZO, ERIKA",Candidato(a) a Investigador(a) Nacional
165835,"RUIZ PEREZ, VICTOR IVAN",Investigador(a) Nacional Nivel I
165840,"LOPEZ GONZALEZ, BILY",Investigador(a) Nacional Nivel I
165843,"TOXQUI QUITL, CARINA",Investigador(a) Nacional Nivel I
165852,"GUTIERREZ FLORES, CARINA",Candidato(a) a Investigador(a) Nacional
165853,"NAVA BERUMEN, CYNTHIA ADRIANA",Investigador(a) Nacional Nivel I
165854,"CANOBBIO ROJAS, CLAUDIA",Investigador(a) Nacional Nivel I
165857,"PACHECO REYES, JOSE LUIS",Candidato(a) a Investigador(a) Nacional
165872,"ALVAREZ MACIAS, CARLOS",Investigador(a) Nacional Nivel I
165873,"ARMENDARIZ GARCIA, NORA ANGELICA",Investigador(a) Nacional Nivel I
165879,"MURRIETA GALINDO, RENE",Investigador(a) Nacional Nivel I
165889,"MARTINEZ ANDRADE, LUIS",Investigador(a) Nacional Nivel I
165899,"FERNANDEZ PLATA, MARIA DEL ROSARIO",Investigador(a) Nacional Nivel I
165914,"SANCHEZ CASANOVA, WENDY MARILU",Investigador(a) Nacional Nivel I
165915,"GONZALEZ JAUREGUI, MAURICIO",Investigador(a) Nacional Nivel I
165918,"MORENO AVALOS, HECTOR ALONSO",Investigador(a) Nacional Nivel I
165921,"ARROYO QUIROZ, MARIA DEL CARMEN",Candidato(a) a Investigador(a) Nacional
165924,"CAMPOS VELAZQUEZ, ROBERTO",Investigador(a) Nacional Nivel I
165926,"GARCIA REYES, REFUGIO BERNARDO",Investigador(a) Nacional Nivel I
165949,"CHE MENDOZA, AZAEL",Investigador(a) Nacional Nivel I
165961,"GUTIERREZ CABRERA, ANA ERIKA",Investigador(a) Nacional Nivel I
165990,"MATA BALDERAS, JOSE MANUEL",Investigador(a) Nacional Nivel I
166015,"CANTERO FLORES, VICTOR",Candidato(a) a Investigador(a) Nacional
166016,"GARONE GRAVIER, MARINA",Investigador(a) Nacional Nivel III
166022,"PADILLA JACOBO, GABRIELA",Candidato(a) a Investigador(a) Nacional
166024,"RAMIREZ SANCHEZ, MAURICIO CESAR",Investigador(a) Nacional Nivel I
166072,"TORRES MONTALVO, EMMANUEL",Candidato(a) a Investigador(a) Nacional
166077,"THOMAS MUÑOZ, ROSALBA",Investigador(a) Nacional Nivel I
166083,"HUCHIN MIAN, JUAN PABLO",Investigador(a) Nacional Nivel I
166092,"MICHEL CUELLO, CHRISTIAN",Investigador(a) Nacional Nivel I
166094,"POZO MONTUY, GILBERTO",Investigador(a) Nacional Nivel I
166107,"RODRIGUEZ TORRES, MARIA DEL PILAR",Investigador(a) Nacional Nivel I
166113,"SALAS MARINA, MIGUEL ANGEL",Investigador(a) Nacional Nivel I
166122,"CHAVARRIA SUAREZ, MARIO CRUZ",Candidato(a) a Investigador(a) Nacional
166130,"MARTINEZ ACUÑA, MONICA IMELDA",Candidato(a) a Investigador(a) Nacional
166131,"DOMINGUEZ CORTINAS, GABRIELA",Investigador(a) Nacional Nivel I
166134,"PINZON RIOS, GUADALUPE",Investigador(a) Nacional Nivel I
166138,"TEUTLI HERNANDEZ, CLAUDIA",Investigador(a) Nacional Nivel I
166152,"ORDAZ SILVA, SALVADOR",Investigador(a) Nacional Nivel I
166154,"DEHESA CARRASCO, ULISES",Investigador(a) Nacional Nivel I
166156,"LORETO GOMEZ, CARMEN ESTELA",Candidato(a) a Investigador(a) Nacional
166158,"ROJAS MORA, XANATH",Investigador(a) Nacional Nivel I
166163,"VAZQUEZ TOPETE, CARLOS RENATO",Investigador(a) Nacional Nivel I
166168,"ESTRADA DE LA VEGA, ALEJANDRO",Candidato(a) a Investigador(a) Nacional
166183,"HERNANDEZ GUZMAN, FILOGONIO JESUS",Investigador(a) Nacional Nivel I
166210,"LOPEZ MENDEZ, ERICK MARIO",Candidato(a) a Investigador(a) Nacional
166211,"ARCE LANDA, JESUS",Investigador(a) Nacional Nivel I
166218,"JIMENEZ LOBATO, VANIA",Investigador(a) Nacional Nivel I
166227,"VEGA FRUTIS, MARIA DEL ROCIO",Investigador(a) Nacional Nivel I
166243,"SANCHEZ GONZALEZ, MONICA ELIVIER",Investigador(a) Nacional Nivel I
166268,"GALLARDO HERNANDEZ, ANA GABRIELA",Investigador(a) Nacional Nivel I
166271,"HERNANDEZ GARCIA, VIDAL",Investigador(a) Nacional Nivel I
166273,"CAMACHO MIRANDA, ISAAC",Investigador(a) Nacional Nivel I
166285,"VOROBIEV , PAVEL",Investigador(a) Nacional Nivel I
166342,"IBARRA ZATARAIN, ZOHAR",Investigador(a) Nacional Nivel I
166348,"HERNANDEZ GUZMAN, RAFAEL",Investigador(a) Nacional Nivel I
166386,"RINCON GARCIA, ERIC ALFREDO",Investigador(a) Nacional Nivel I
166403,"FERREIRA DE LOZA, DOLORES ALEJANDRA",Investigador(a) Nacional Nivel I
166408,"TORRES TORRES, JESUS ALEJANDRO",Investigador(a) Nacional Nivel I
166428,"CHAVEZ GUERRERO, ELOY ISARAIN",Investigador(a) Nacional Nivel I
166430,"ESTRADA ARRIAGA, EDSON BALTAZAR",Investigador(a) Nacional Nivel I
166443,"ANDRADE VELAZQUEZ, MERCEDES",Candidato(a) a Investigador(a) Nacional
166444,"TORRES LOPEZ, ROSA MARTHA",Investigador(a) Nacional Nivel I
166452,"GONZALEZ SOSA, JESUS VICENTE",Candidato(a) a Investigador(a) Nacional
166471,"VILLICAÑA TORRES, MARIA CLAUDIA",Investigador(a) Nacional Nivel I
166476,"SAMANIEGO BAÑUELOS, FERNANDA",Investigador(a) Nacional Nivel I
166497,"TEXCALAC SANGRADOR, JOSE LUIS",Investigador(a) Nacional Nivel I
166501,"RODRIGUEZ CASTRO, GERMAN ANIBAL",Investigador(a) Nacional Nivel II
166526,"DIAZ BARRIGA CASTRO, ENRIQUE",Investigador(a) Nacional Nivel I
166537,"MARTINEZ TORRES, PABLO GENARO",Investigador(a) Nacional Nivel I
166540,"LUNAGOMEZ ROCHA, MARIA ANTONIA",Candidato(a) a Investigador(a) Nacional
166546,"PAREDES CHI, ARELY ANAHY",Investigador(a) Nacional Nivel I
166550,"LOPEZ MARTIN, CUAUHTEMOC",Investigador(a) Nacional Nivel I
166552,"RAMIREZ IBAÑEZ, MARCELINO",Investigador(a) Nacional Nivel I
166555,"GARCIA LOBATO, MARCO ANTONIO",Investigador(a) Nacional Nivel I
166560,"LOPEZ MORENO, SINHUE",Investigador(a) Nacional Nivel II
166569,"VAZQUEZ REYES, CHRISTIAN JAVIER",Candidato(a) a Investigador(a) Nacional
166576,"GARZA TORRES, RODOLFO",Investigador(a) Nacional Nivel I
166585,"FIGUEROA MARTINEZ, FRANCISCO JAVIER",Investigador(a) Nacional Nivel I
166586,"FERNANDEZ SANDOVAL, MARCO TULIO",Investigador(a) Nacional Nivel I
166596,"GUTIERREZ CASTAÑEDA, EMMANUEL JOSE",Investigador(a) Nacional Nivel I
166605,"NAVARRO DIAZ, ADRIAN",Candidato(a) a Investigador(a) Nacional
166610,"GUILLEN ESCAMILLA, JOSAPHAT ENRIQUE",Investigador(a) Nacional Nivel I
166612,"DELGADO SANCHEZ, PABLO",Investigador(a) Nacional Nivel I
166615,"VALDEZ MORALES, EDUARDO EMMANUEL",Investigador(a) Nacional Nivel I
166620,"MARTINEZ SANTOS, VERONICA IRANZU",Investigador(a) Nacional Nivel I
166633,"LOPEZ GARCIA, MARIA DE LOURDES",Investigador(a) Nacional Nivel I
166639,"BRAVO SANCHEZ, MARIELA",Investigador(a) Nacional Nivel I
166640,"GUTIERREZ MORALES, IRMA MARIANA",Investigador(a) Nacional Nivel I
166655,"SALGADO CRUZ, MA. DE LA PAZ",Investigador(a) Nacional Nivel I
166659,"SALAZAR VILLA, EDITH",Candidato(a) a Investigador(a) Nacional
166662,"URIAS ORONA, VANIA",Investigador(a) Nacional Nivel I
166671,"COBOS MARTINEZ, JESUS JAVIER",Investigador(a) Nacional Nivel I
166696,"HUEYOTL ZAHUANTITLA, FILIBERTO",Investigador(a) Nacional Nivel I
166710,"SANCHEZ BARROSO, JOSE ANTONIO",Investigador(a) Nacional Nivel I
166719,"ORONA TAMAYO, DOMANCAR",Investigador(a) Nacional Nivel I
166724,"FRIGOLET VAZQUEZ VELA, MARIA EUGENIA",Investigador(a) Nacional Nivel I
166737,"GUILLEN FERNANDEZ, YEDITH BETZABE",Investigador(a) Nacional Nivel I
166740,"HERNANDEZ AGUILA, JOANNES BOSCO",Investigador(a) Nacional Nivel I
166748,"GUEVARA SALAZAR, JUAN ALBERTO",Investigador(a) Nacional Nivel I
166750,"QUINTANA ESTRADA, ADERAK",Investigador(a) Nacional Nivel I
166752,"VELEZ CORDERO, JUAN RODRIGO",Investigador(a) Nacional Nivel I
166771,"TORRES BRAUER, NICOLAS",Candidato(a) a Investigador(a) Nacional
166780,"HERNANDEZ SOUBERVIELLE, JOSE ARMANDO",Investigador(a) Nacional Nivel II
166790,"CRUZ CARVAJAL, CRISTINA",Investigador(a) Nacional Nivel I
166804,"AGUIRRE ALVARADO, CHARMINA",Investigador(a) Nacional Nivel I
166816,"SANABRIA VALDES, CARLOS ADOLFO",Candidato(a) a Investigador(a) Nacional
166820,"FIGUEROA BATALLA, COYOLXAUHQUI",Candidato(a) a Investigador(a) Nacional
166833,"CARRASCO ALVAREZ, ROBERTO",Investigador(a) Nacional Nivel I
166834,"TORRES CASTILLO, JORGE ARIEL",Investigador(a) Nacional Nivel II
166841,"RENTERIA ZAMARRON, DAVID",Candidato(a) a Investigador(a) Nacional
166842,"DE LA TORRE ZAVALA, SUSANA",Investigador(a) Nacional Nivel I
166844,"AVILES ARNAUT, HAMLET",Investigador(a) Nacional Nivel I
166850,"HERNANDEZ OÑATE, MIGUEL ANGEL",Investigador(a) Nacional Nivel I
166864,"LOPEZ BOLAÑOS, ALEJANDRO CESAR",Investigador(a) Nacional Nivel I
166871,"ABRAHAM JUAREZ, MARIA JAZMIN",Investigador(a) Nacional Nivel I
166874,"GARFIAS FRIAS, JOSE ANGEL",Investigador(a) Nacional Nivel I
166881,"SANCHEZ POZOS, KATY ALEJANDRA",Investigador(a) Nacional Nivel I
166887,"VILLA RUANO, NEMESIO",Investigador(a) Nacional Nivel II
166891,"GONGORA CASTILLO, ELSA BEATRIZ",Investigador(a) Nacional Nivel II
166897,"GONZALEZ MENDOZA, VICTOR MANUEL",Candidato(a) a Investigador(a) Nacional
166902,"PENICHE CAMPS, SALVADOR",Investigador(a) Nacional Nivel I
166905,"ALCARAZ PERAZA, LUIS DAVID",Investigador(a) Nacional Nivel II
166907,"ESQUEDA OLIVA, HUMBERTO",Candidato(a) a Investigador(a) Nacional
166921,"VILLALOBOS SAMPAYO, LETICIA",Investigador(a) Nacional Nivel I
166928,"ORTIZ AVILA, ELSA",Investigador(a) Nacional Nivel I
166929,"SOTO ALCALA, JORGE",Candidato(a) a Investigador(a) Nacional
166936,"ROBLES OCAMPO, JOSE BILLERMAN",Investigador(a) Nacional Nivel I
166938,"CASAS MUÑOZ, ABIGAIL",Candidato(a) a Investigador(a) Nacional
166945,"GUTIERREZ GARCIA, JOSE OCTAVIO",Investigador(a) Nacional Nivel I
166952,"TREJO SANCHEZ, JOEL ANTONIO",Investigador(a) Nacional Nivel I
166955,"RODRIGUEZ RAMIREZ, ROBERTO",Investigador(a) Nacional Nivel II
166963,"BASILIO MORALES, EUFEMIA",Investigador(a) Nacional Nivel I
166970,"POZO MOLINA, JOSE GLUSTEIN",Investigador(a) Nacional Nivel I
166974,"ANDRES ROSALES, ROLDAN",Investigador(a) Nacional Nivel I
166988,"GUTIERREZ CUEVAS, JORGE",Investigador(a) Nacional Nivel I
166989,"ORTEGA ARAMBURU, ALEJANDRA",Investigador(a) Nacional Nivel I
166994,"GONZALEZ LUGO, OLGA EDITH",Investigador(a) Nacional Nivel I
166996,"GONZALEZ PEREZ, GILBERTO",Candidato(a) a Investigador(a) Nacional
